state_id,district id,district name,state_name
22,402,Imphal West,Manipur
22,410,Jiribam,Manipur
22,413,Kakching,Manipur
22,409,Kamjong,Manipur
22,408,Kangpokpi,Manipur
22,412,Noney,Manipur
22,411,Pherzawl,Manipur
22,403,Senapati,Manipur
22,404,Tamenglong,Manipur
22,407,Tengnoupal,Manipur
22,405,Thoubal,Manipur
22,406,Ukhrul,Manipur
23,424,East Garo Hills,Meghalaya
23,418,East Jaintia Hills,Meghalaya
23,414,East Khasi Hills,Meghalaya
23,423,North Garo Hills,Meghalaya
23,417,Ri-Bhoi,Meghalaya
23,421,South Garo Hills,Meghalaya
23,422,South West Garo Hills,Meghalaya
23,415,South West Khasi Hills,Meghalaya
23,420,West Garo Hills,Meghalaya
23,416,West Jaintia Hills,Meghalaya
23,419,West Khasi Hills,Meghalaya
24,425,Aizawl East,Mizoram
24,426,Aizawl West,Mizoram
24,429,Champhai,Mizoram
24,428,Kolasib,Mizoram
24,432,Lawngtlai,Mizoram
24,431,Lunglei,Mizoram
24,427,Mamit,Mizoram
24,430,Serchhip,Mizoram
24,433,Siaha,Mizoram
25,434,Dimapur,Nagaland
25,444,Kiphire,Nagaland
25,441,Kohima,Nagaland
25,438,Longleng,Nagaland
25,437,Mokokchung,Nagaland
25,439,Mon,Nagaland
25,435,Peren,Nagaland
25,443,Phek,Nagaland
25,440,Tuensang,Nagaland
25,436,Wokha,Nagaland
25,442,Zunheboto,Nagaland
26,445,Angul,Odisha
26,448,Balangir,Odisha
26,447,Balasore,Odisha
26,472,Bargarh,Odisha
26,454,Bhadrak,Odisha
26,468,Boudh,Odisha
26,457,Cuttack,Odisha
26,473,Deogarh,Odisha
26,458,Dhenkanal,Odisha
26,467,Gajapati,Odisha
26,449,Ganjam,Odisha
26,459,Jagatsinghpur,Odisha
26,460,Jajpur,Odisha
26,474,Jharsuguda,Odisha
26,464,Kalahandi,Odisha
26,450,Kandhamal,Odisha
26,461,Kendrapara,Odisha
26,455,Kendujhar,Odisha
26,446,Khurda,Odisha
26,451,Koraput,Odisha
26,469,Malkangiri,Odisha
26,456,Mayurbhanj,Odisha
26,470,Nabarangpur,Odisha
26,462,Nayagarh,Odisha
26,465,Nuapada,Odisha
26,463,Puri,Odisha
26,471,Rayagada,Odisha
26,452,Sambalpur,Odisha
26,466,Subarnapur,Odisha
26,453,Sundargarh,Odisha
27,476,Karaikal,Puducherry
27,477,Mahe,Puducherry
27,475,Puducherry,Puducherry
27,478,Yanam,Puducherry
28,485,Amritsar,Punjab
28,483,Barnala,Punjab
28,493,Bathinda,Punjab
28,499,Faridkot,Punjab
28,484,Fatehgarh Sahib,Punjab
28,487,Fazilka,Punjab
28,480,Ferozpur,Punjab
28,489,Gurdaspur,Punjab
28,481,Hoshiarpur,Punjab
28,492,Jalandhar,Punjab
28,479,Kapurthala,Punjab
28,488,Ludhiana,Punjab
28,482,Mansa,Punjab
28,491,Moga,Punjab
28,486,Pathankot,Punjab
28,494,Patiala,Punjab
28,497,Rup Nagar,Punjab
28,498,Sangrur,Punjab
28,496,SAS Nagar,Punjab
28,500,SBS Nagar,Punjab
28,490,Sri Muktsar Sahib,Punjab
28,495,Tarn Taran,Punjab
29,507,Ajmer,Rajasthan
29,512,Alwar,Rajasthan
29,519,Banswara,Rajasthan
29,516,Baran,Rajasthan
29,528,Barmer,Rajasthan
29,508,Bharatpur,Rajasthan
29,523,Bhilwara,Rajasthan
29,501,Bikaner,Rajasthan
29,514,Bundi,Rajasthan
29,521,Chittorgarh,Rajasthan
29,530,Churu,Rajasthan
29,511,Dausa,Rajasthan
29,524,Dholpur,Rajasthan
29,520,Dungarpur,Rajasthan
29,517,Hanumangarh,Rajasthan
29,505,Jaipur I,Rajasthan
29,506,Jaipur II,Rajasthan
29,527,Jaisalmer,Rajasthan
29,533,Jalore,Rajasthan
29,515,Jhalawar,Rajasthan
29,510,Jhunjhunu,Rajasthan
29,502,Jodhpur,Rajasthan
29,525,Karauli,Rajasthan
29,503,Kota,Rajasthan
29,532,Nagaur,Rajasthan
29,529,Pali,Rajasthan
29,522,Pratapgarh,Rajasthan
29,518,Rajsamand,Rajasthan
29,534,Sawai Madhopur,Rajasthan
29,513,Sikar,Rajasthan
29,531,Sirohi,Rajasthan
29,509,Sri Ganganagar,Rajasthan
29,526,Tonk,Rajasthan
29,504,Udaipur,Rajasthan
30,535,East Sikkim,Sikkim
30,537,North Sikkim,Sikkim
30,538,South Sikkim,Sikkim
30,536,West Sikkim,Sikkim
31,779,Aranthangi,Tamil Nadu
31,555,Ariyalur,Tamil Nadu
31,578,Attur,Tamil Nadu
31,565,Chengalpet,Tamil Nadu
31,571,Chennai,Tamil Nadu
31,778,Cheyyar,Tamil Nadu
31,539,Coimbatore,Tamil Nadu
31,547,Cuddalore,Tamil Nadu
31,566,Dharmapuri,Tamil Nadu
31,556,Dindigul,Tamil Nadu
31,563,Erode,Tamil Nadu
31,552,Kallakurichi,Tamil Nadu
31,557,Kanchipuram,Tamil Nadu
31,544,Kanyakumari,Tamil Nadu
31,559,Karur,Tamil Nadu
31,780,Kovilpatti,Tamil Nadu
31,562,Krishnagiri,Tamil Nadu
31,540,Madurai,Tamil Nadu
31,576,Nagapattinam,Tamil Nadu
31,558,Namakkal,Tamil Nadu
31,577,Nilgiris,Tamil Nadu
31,564,Palani,Tamil Nadu
31,573,Paramakudi,Tamil Nadu
31,570,Perambalur,Tamil Nadu
31,575,Poonamallee,Tamil Nadu
31,546,Pudukkottai,Tamil Nadu
31,567,Ramanathapuram,Tamil Nadu
31,781,Ranipet,Tamil Nadu
31,545,Salem,Tamil Nadu
31,561,Sivaganga,Tamil Nadu
31,580,Sivakasi,Tamil Nadu
31,551,Tenkasi,Tamil Nadu
31,541,Thanjavur,Tamil Nadu
31,569,Theni,Tamil Nadu
31,554,Thoothukudi (Tuticorin),Tamil Nadu
31,560,Tiruchirappalli,Tamil Nadu
31,548,Tirunelveli,Tamil Nadu
31,550,Tirupattur,Tamil Nadu
31,568,Tiruppur,Tamil Nadu
31,572,Tiruvallur,Tamil Nadu
31,553,Tiruvannamalai,Tamil Nadu
31,574,Tiruvarur,Tamil Nadu
31,543,Vellore,Tamil Nadu
31,542,Viluppuram,Tamil Nadu
31,549,Virudhunagar,Tamil Nadu
32,582,Adilabad,Telangana
32,583,Bhadradri Kothagudem,Telangana
32,581,Hyderabad,Telangana
32,584,Jagtial,Telangana
32,585,Jangaon,Telangana
32,586,Jayashankar Bhupalpally,Telangana
32,587,Jogulamba Gadwal,Telangana
32,588,Kamareddy,Telangana
32,589,Karimnagar,Telangana
32,590,Khammam,Telangana
32,591,Kumuram Bheem,Telangana
32,592,Mahabubabad,Telangana
32,593,Mahabubnagar,Telangana
32,594,Mancherial,Telangana
32,595,Medak,Telangana
32,596,Medchal,Telangana
32,612,Mulugu,Telangana
32,597,Nagarkurnool,Telangana
32,598,Nalgonda,Telangana
32,613,Narayanpet,Telangana
32,599,Nirmal,Telangana
32,600,Nizamabad,Telangana
32,601,Peddapalli,Telangana
32,602,Rajanna Sircilla,Telangana
32,603,Rangareddy,Telangana
32,604,Sangareddy,Telangana
32,605,Siddipet,Telangana
32,606,Suryapet,Telangana
32,607,Vikarabad,Telangana
32,608,Wanaparthy,Telangana
32,609,Warangal(Rural),Telangana
32,610,Warangal(Urban),Telangana
32,611,Yadadri Bhuvanagiri,Telangana
33,614,Dhalai,Tripura
33,615,Gomati,Tripura
33,616,Khowai,Tripura
33,617,North Tripura,Tripura
33,618,Sepahijala,Tripura
33,619,South Tripura,Tripura
33,620,Unakoti,Tripura
33,621,West Tripura,Tripura
34,622,Agra,Uttar Pradesh
34,623,Aligarh,Uttar Pradesh
34,625,Ambedkar Nagar,Uttar Pradesh
34,626,Amethi,Uttar Pradesh
34,627,Amroha,Uttar Pradesh
34,628,Auraiya,Uttar Pradesh
34,646,Ayodhya,Uttar Pradesh
34,629,Azamgarh,Uttar Pradesh
34,630,Badaun,Uttar Pradesh
34,631,Baghpat,Uttar Pradesh
34,632,Bahraich,Uttar Pradesh
34,633,Balarampur,Uttar Pradesh
34,634,Ballia,Uttar Pradesh
34,635,Banda,Uttar Pradesh
34,636,Barabanki,Uttar Pradesh
34,637,Bareilly,Uttar Pradesh
34,638,Basti,Uttar Pradesh
34,687,Bhadohi,Uttar Pradesh
34,639,Bijnour,Uttar Pradesh
34,640,Bulandshahr,Uttar Pradesh
34,641,Chandauli,Uttar Pradesh
34,642,Chitrakoot,Uttar Pradesh
34,643,Deoria,Uttar Pradesh
34,644,Etah,Uttar Pradesh
34,645,Etawah,Uttar Pradesh
34,647,Farrukhabad,Uttar Pradesh
34,648,Fatehpur,Uttar Pradesh
34,649,Firozabad,Uttar Pradesh
34,650,Gautam Buddha Nagar,Uttar Pradesh
34,651,Ghaziabad,Uttar Pradesh
34,652,Ghazipur,Uttar Pradesh
34,653,Gonda,Uttar Pradesh
34,654,Gorakhpur,Uttar Pradesh
34,655,Hamirpur,Uttar Pradesh
34,656,Hapur,Uttar Pradesh
34,657,Hardoi,Uttar Pradesh
34,658,Hathras,Uttar Pradesh
34,659,Jalaun,Uttar Pradesh
34,660,Jaunpur,Uttar Pradesh
34,661,Jhansi,Uttar Pradesh
34,662,Kannauj,Uttar Pradesh
34,663,Kanpur Dehat,Uttar Pradesh
34,664,Kanpur Nagar,Uttar Pradesh
34,665,Kasganj,Uttar Pradesh
34,666,Kaushambi,Uttar Pradesh
34,667,Kushinagar,Uttar Pradesh
34,668,Lakhimpur Kheri,Uttar Pradesh
34,669,Lalitpur,Uttar Pradesh
34,670,Lucknow,Uttar Pradesh
34,671,Maharajganj,Uttar Pradesh
34,672,Mahoba,Uttar Pradesh
34,673,Mainpuri,Uttar Pradesh
34,674,Mathura,Uttar Pradesh
34,675,Mau,Uttar Pradesh
34,676,Meerut,Uttar Pradesh
34,677,Mirzapur,Uttar Pradesh
34,678,Moradabad,Uttar Pradesh
34,679,Muzaffarnagar,Uttar Pradesh
34,680,Pilibhit,Uttar Pradesh
34,682,Pratapgarh,Uttar Pradesh
34,624,Prayagraj,Uttar Pradesh
34,681,Raebareli,Uttar Pradesh
34,683,Rampur,Uttar Pradesh
34,684,Saharanpur,Uttar Pradesh
34,685,Sambhal,Uttar Pradesh
34,686,Sant Kabir Nagar,Uttar Pradesh
34,688,Shahjahanpur,Uttar Pradesh
34,689,Shamli,Uttar Pradesh
34,690,Shravasti,Uttar Pradesh
34,691,Siddharthnagar,Uttar Pradesh
34,692,Sitapur,Uttar Pradesh
34,693,Sonbhadra,Uttar Pradesh
34,694,Sultanpur,Uttar Pradesh
34,695,Unnao,Uttar Pradesh
34,696,Varanasi,Uttar Pradesh
35,704,Almora,Uttarakhand
35,707,Bageshwar,Uttarakhand
35,699,Chamoli,Uttarakhand
35,708,Champawat,Uttarakhand
35,697,Dehradun,Uttarakhand
35,702,Haridwar,Uttarakhand
35,709,Nainital,Uttarakhand
35,698,Pauri Garhwal,Uttarakhand
35,706,Pithoragarh,Uttarakhand
35,700,Rudraprayag,Uttarakhand
35,701,Tehri Garhwal,Uttarakhand
35,705,Udham Singh Nagar,Uttarakhand
35,703,Uttarkashi,Uttarakhand
36,710,Alipurduar District,West Bengal
36,711,Bankura,West Bengal
36,712,Basirhat HD (North 24 Parganas),West Bengal
36,713,Birbhum,West Bengal
36,714,Bishnupur HD (Bankura),West Bengal
36,715,Cooch Behar,West Bengal
36,783,COOCHBEHAR,West Bengal
36,716,Dakshin Dinajpur,West Bengal
36,717,Darjeeling,West Bengal
36,718,Diamond Harbor HD (S 24 Parganas),West Bengal
36,719,East Bardhaman,West Bengal
36,720,Hoogly,West Bengal
36,721,Howrah,West Bengal
36,722,Jalpaiguri,West Bengal
36,723,Jhargram,West Bengal
36,724,Kalimpong,West Bengal
36,725,Kolkata,West Bengal
36,726,Malda,West Bengal
36,727,Murshidabad,West Bengal
36,728,Nadia,West Bengal
36,729,Nandigram HD (East Medinipore),West Bengal
36,730,North 24 Parganas,West Bengal
36,731,Paschim Medinipore,West Bengal
36,732,Purba Medinipore,West Bengal
36,733,Purulia,West Bengal
36,734,Rampurhat HD (Birbhum),West Bengal
36,735,South 24 Parganas,West Bengal
36,736,Uttar Dinajpur,West Bengal
36,737,West Bardhaman,West Bengal
37,138,Daman,Daman and Diu
37,139,Diu,Daman and Diu
